stationReference,month,avg_daily_pet
E4482,3,1.5921938706660117
49115,3,1.5407018648923236
E42124,3,1.450239412229203
2891TH,3,1.3095941950091037
E60101,3,1.4973782926787336
764010,3,1.4075281059618965
3010TH,3,1.5245654236634443
753050,3,1.4390092483567851
E6140,3,1.4532696702275265
L2221,3,1.4954597933623597
3040TH,3,1.5049753890589639
E9140,3,1.50079712264956
1745TH,3,1.5442172266992005
761706,3,1.3919785799444047
E1310,3,1.537026451717279
E2119,3,1.4866356677477353
022001,3,1.3237302686696348
0530TH,3,1.5462183592692837
4098,3,1.6025372849831059
E24829,3,1.535142878665141
45121,3,1.4906176533906663
E21968,3,1.490871535789808
2639,3,1.4086540405983647
024017,3,1.3467137168067411
E1533,3,1.5597540430889942
710315,3,1.4648743385888707
48121,3,1.2741601628131851
4182TH,3,1.4285157893100544
47137,3,1.500191042704442
2887TH,3,1.5498121007964665
2008,3,1.499441554369952
50193,3,1.705127743967621
2268,3,1.5169138849674773
L24001,3,1.5324396965270228
2170,3,1.5434423993347
L1821,3,1.5574815260875983
762505,3,1.4035731141971577
E24323,3,1.4370599118262437
4186,3,1.6228345316001656
2133,3,1.4828405957309476
51103,3,1.61613446006571
L0206,3,1.5789472364987518
3635TH,3,1.5924128188477593
50119,3,1.481022198658585
L3206,3,1.5411136558170961
023023,3,1.2704888511345147
711610,3,1.4695282394955675
53119,3,1.5122570394194266
5112TH,3,1.481363470025181
45159,3,1.5004821207327266
43106,3,1.6086332753916839
4014,3,1.5353420038826018
5172TH,3,1.4823623241266355
2221,3,1.5065899682100747
2602TH,3,1.4388468118808944
3115TH,3,1.4188199287254002
L12010,3,1.382841908401477
43231,3,1.6004061117595645
E1696,3,1.5919493770630309
E71039,3,1.5808217664909874
E71024,3,1.5808217664909874
L2806,3,1.5082337173646347
713120,3,1.4408313880301236
52125,3,1.5260079433639961
2814TH,3,1.4961744758105795
761103,3,1.293350362403563
4625TH,3,1.453305093155464
0020,3,1.4764983298007233
055013_TG 326,3,1.4327140448665483
1201TH,3,1.509880485521427
1993TH,3,1.461174186438527
2036,3,1.495988914316284
024008,3,1.3846856550427615
L2300,3,1.514653756460022
47128,3,1.5286689904206032
52213,3,1.5111354033853501
E21230,3,1.5423735972424053
690715,3,1.4151592704292821
53184,3,1.4993268427708493
L1812,3,1.5549703654318634
4980TH,3,1.5210511279986219
2124,3,1.5281585534038102
53147,3,1.5084999597864335
E11301,3,1.5421905915254595
F2809,3,1.4786275670771514
44216,3,1.520308088978332
E8360,3,1.4446155113155408
48187,3,1.135848923449927
E1835,3,1.6687807993968227
49134,3,1.5963385199849418
2251TH,3,1.518765542980457
730512,3,1.3901721915921246
5390TH,3,1.424342962453452
5459TH,3,1.5285074121162887
52153,3,1.5372129461700739
E47061,3,1.5791351540125735
E22832,3,1.4525819589292672
L2203,3,1.5014282195632584
E4427,3,1.4654302623481312
2880TH,3,1.4927021341710176
022020,3,1.3192871094862686
L0410,3,1.4747978113657014
52116,3,1.5661129406585867
L0670,3,1.5466190029951723
45140,3,1.4501963074290585
E21987,3,1.4682421585039938
48140,3,1.5018885149796342
L2922,3,1.5094524517272165
2027,3,1.5064455831965529
F1903,3,1.436393745436298
E21852,3,1.55329035393428
E22563,3,1.5518040112663194
47119,3,1.6007242879485297
531115,3,1.4667761495151341
52204,3,1.5499400052751071
L1307,3,1.5610485061207082
2846TH,3,1.4572485312001262
L1803,3,1.551843503524181
023042,3,1.3214248583369783
E15040,3,1.5702483803829843
43162,3,1.5233011071919307
3870TH,3,1.4962526050933271
53138,3,1.486697632031026
F2206,3,1.4530667537169455
44207,3,1.5445166004290702
46162,3,1.5187486280789164
4383TH,3,1.4749951983301703
F2702,3,1.4812222744996812
690200,3,1.4082438980928935
43125,3,1.5547300320052309
E1901,3,1.5479809910979239
L0313,3,1.546725639980185
E4826,3,1.514934208185441
L3313,3,1.547119719787673
764020,3,1.408919070322898
L3907,3,1.4564927662120537
3806TH,3,1.4546896655949642
0290TH,3,1.5228216281811926
4319TH,3,1.4816715801455058
E2662,3,1.5067745014737925
F1806,3,1.5570938779175894
43213,3,1.5634326652648938
4121,3,1.5268645070986102
2092,3,1.4954901558367222
3104TH,3,1.3754826742522095
710102,3,1.4006358259268317
E2129,3,1.4567117131833993
5313TH,3,1.5201537042851514
022011,3,1.2423104936243325
52107,3,1.4907376618364236
055040,3,1.4966771672197552
45131,3,1.5073104617469244
690511,3,1.412790538624523
L3401,3,1.5766488869405435
024027,3,1.3670870787973086
2803TH,3,1.5081754930148745
F3808,3,1.4716516132970583
1922TH,3,1.4095384258356587
1899TH,3,1.4624772591115969
690140,3,1.405665651491833
2435TH,3,1.489288520007999
2018,3,1.5507279416786273
055002_TG 301,3,1.4284181589044085
2180,3,1.5377977002681236
2514,3,1.5159236160847231
L1831,3,1.5602886119807358
1090_w1TH,3,1.5127184613295752
2495TH,3,1.441954820278253
4196,3,1.5441085558448067
E6120,3,1.5008703777784285
L2009,3,1.4583738896974925
3061TH,3,1.4575104954560556
692119,3,1.5057960717562324
2700TH,3,1.4745853005610194
5339TH,3,1.4795350117024062
E70139,3,1.533979634506964
E70124,3,1.533979634506964
1796TH,3,1.5022960787947504
023033,3,1.1370093257355256
2279TH,3,1.533628888583094
4061,3,1.5277915854098583
53129,3,1.5216848336911142
E72539,3,1.5890567355005287
E72524,3,1.5890567355005287
E9920,3,1.5041485670427597
49153,3,1.5575208627676238
L0935,3,1.5952466868078214
43116,3,1.4437556752073908
4024,3,1.513933289419087
46116,3,1.5124906626717407
F2322,3,1.494116783891344
E4483,3,1.596507286639722
49116,3,1.640056704204547
F1240,3,1.448023423970448
2210TH,3,1.542380011710696
3087TH,3,1.468300907307708
F1203,3,1.476617641284797
3209TH,3,1.4231410219672487
2083,3,1.5216742709131619
F2508,3,1.4482321592107088
E46059,3,1.651039688648566
E6600,3,1.4358579530524336
47175,3,1.5440911723809594
4099,3,1.64198707585035
45122,3,1.4965863021942403
L1103,3,1.5479290322230546
48122,3,1.5528938260544924
E12430,3,1.5227616188371393
2269,3,1.5026859939993202
E1163,3,1.7093223159826194
F2002,3,1.5220454683101197
F0803,3,1.589793264308656
752020,3,1.3791795565300708
E22889,3,1.36775906483808
45210,3,1.511345275700235
2134,3,1.5443014205183085
51104,3,1.5793162248283832
E2097,3,1.5143900532162955
E6415,3,1.5034843999101988
L0703,3,1.5894797232404438
023024,3,1.1592304457192475
4052,3,1.5270966027172759
E22137,3,1.4995733692332125
E60501,3,1.4772132659999915
2895TH,3,1.4427364101493454
4015,3,1.6307050209765341
4372TH,3,1.4857349664742032
F2313,3,1.5138642351480145
E41071,3,1.4988424191555343
0898TH,3,1.5593648800736752
E15110,3,1.5221017160555834
L1502,3,1.4188738697353853
1100TH,3,1.5134646993624983
744111,3,1.3304522517314745
4186TH,3,1.4187836827822455
52126,3,1.5251195175870909
761104,3,1.3838074930284356
E21737,3,1.5000096000300904
E2273,3,1.5224714299012572
021009,3,1.3274610891958731
5302TH,3,1.5215570593564567
024009,3,1.3753235128745143
E21862,3,1.4958891065283684
E1191,3,1.6422861299637845
48113,3,1.2757014019935906
F2290,3,1.3522152228586946
47129,3,1.5512408171339986
1911TH,3,1.4231604958232564
780001,3,1.3349619872421
L1813,3,1.5630344079478047
693976,3,1.4792223712086185
L0235,3,1.577013984508141
F3581,3,1.259784875829574
2125,3,1.5476794953932835
4080,3,1.5292795719108656
53148,3,1.5016388576399387
F2216,3,1.4997869626969447
1460_w2TH,3,1.498551397968626
44217,3,1.5648928214190403
2621,3,1.5141813763059764
4815TH,3,1.486065434437057
E861,3,1.4437180402758027
4043,3,1.5881378020239023
L1405,3,1.3847185373083764
3080TH,3,1.4730196696712783
48188,3,1.0885737051783952
46135,3,1.5427953916959514
E71439,3,1.510903761140416
E71424,3,1.510903761140416
E21046,3,1.4642226773919158
681006,3,1.5574365462776336
2298TH,3,1.4273010164432758
3232TH,3,1.4482433196483402
4006,3,1.5437234611161825
055807_TG 320,3,1.4343390684222668
730513,3,1.3906375345652278
L2241,3,1.4773828427930868
2901TH,3,1.3579666259505523
52154,3,1.5372129461700739
E21505,3,1.4604948506009885
023103,3,1.1811486225687111
E21765,3,1.5014126279339715
4131,3,1.577696518053986
055027_TG 328,3,1.5012956743611061
L0509,3,1.5547938572882936
E22712,3,1.5644337044023278
055L010SG,3,1.4458166306548697
E4330,3,1.4281623434906499
52117,3,1.554981713128095
E24255,3,1.4898445860046365
021037,3,1.3466080759027421
0904TH,3,1.521796109766617
45141,3,1.5376729737792443
L3411,3,1.5299357519215386
4040TH,3,1.3997566083286623
F0103,3,1.5868705850048428
4070TH,3,1.421390905712484
E19035,3,1.4898795914425491
E2500,3,1.5845954132820768
690150,3,1.4072074748647823
765052,3,1.397035776119728
E12412,3,1.57405670871252
2927TH,3,1.3808907435614386
531116,3,1.5164576526401203
52205,3,1.5118730191782674
E21222,3,1.555473192795473
L1308,3,1.5338298330428777
2153,3,1.5206915178945328
760101,3,1.3949394666992725
50139,3,1.6386641917753033
E21445,3,1.4998448805074551
4071,3,1.6384995983415824
53139,3,1.5166961267123065
E9930,3,1.4624567596444706
44208,3,1.5590095098705705
5364TH,3,1.437436685247671
2872,3,1.4854498863395833
44110,3,1.6117916741881018
E21408,3,1.4827153147079506
023006,3,1.3246979198438564
F1385,3,1.565520559063818
690201,3,1.403208018137006
43126,3,1.5456729495443857
46126,3,1.379999633934565
L2107,3,1.443832903290721
5546TH,3,1.4824510795970325
0311TH,3,1.5468447310286428
L3314,3,1.549700987855606
L08013,3,1.5924470915471973
2550TH,3,1.3721284843942687
744130,3,1.3902273542329118
52145,3,1.5046658318890997
43214,3,1.5998307461272714
2093,3,1.4818660459458326
022012,3,1.1964042053539408
724323,3,1.4443027331113074
E4321,3,1.434510173757111
E14270,3,1.53401399637403
055018_TG 327,3,1.4894816202843602
52108,3,1.5087732399400342
0155TH,3,1.5133488248475537
L1113,3,1.5681800613738706
L1707,3,1.5095530731730318
0003,3,1.4674377693318514
712615,3,1.4606210145464644
1635TH,3,1.4930094463370764
F1301,3,1.5643547437341812
4327TH,3,1.4190289577827808
681210,3,1.5227965640700714
L24012,3,1.5785255515664636
2515,3,1.5057083020210134
1301TH,3,1.5054976092347747
531107,3,1.5059679282930531
4197,3,1.5137011899953041
45220,3,1.5674176826736421
E24830,3,1.5432314670446863
E22518,3,1.495326112303826
E22778,3,1.4654828785260032
1930TH,3,1.42201711382985
2107,3,1.4158248899117578
E22147,3,1.5177659716212564
46154,3,1.544509184938213
2603,3,1.5259319406758638
1990TH,3,1.42354347416256
2473TH,3,1.4651212340843398
43117,3,1.4947638286499103
L08041,3,1.5897343173813732
46117,3,1.4484646542985735
49117,3,1.618228828744175
2655TH,3,1.4370618901588972
692370,3,1.5156681598367387
765850,3,1.3998996041209788
50120,3,1.452609349716727
53120,3,1.46497314585931
720107,3,1.4828022659069762
2807TH,3,1.5408652618010394
2409TH,3,1.5114859219527679
E21747,3,1.4908948931930788
2084,3,1.539921269632734
E22815,3,1.4494116113782032
2320,3,1.4890260329056313
48160,3,1.2585506185215738
022003,3,1.1345076354968802
2499TH,3,1.4275570755006848
690503,3,1.4213222929120546
E1299,3,1.637230143623258
L2409,3,1.509787974696835
3065TH,3,1.4598069862178153
F3702,3,1.4603904566220096
47139,3,1.5477255357286455
L2905,3,1.476565277795794
E25940,3,1.5287626632647824
50195,3,1.4222632238635007
693132,3,1.4809100813770824
E1660,3,1.4513001481935182
3247TH,3,1.4624917781777915
2002TH,3,1.4202638631357023
45211,3,1.5886124761768057
E24821,3,1.4328333356901548
712100,3,1.4261926087908026
51105,3,1.5086253226549906
44227,3,1.5986019588874165
055811_TG 9303,3,1.441564404412493
3390TH,3,1.389995871414555
E2928,3,1.4472868371422398
023025,3,1.322094879282393
2976TH,3,1.4689042420006857
4053,3,1.5381582659970539
E10824,3,1.5430317945827259
L3370,3,1.5712028931169144
1761TH,3,1.512370787562072
43108,3,1.4728837534843946
4939TH,3,1.5149784636463623
2223,3,1.5392462965086564
L1540,3,1.380514513716395
682223,3,1.5376308290188927
694748,3,1.5244724335467477
43233,3,1.5320166602595517
712175,3,1.3924568926157768
2873TH,3,1.4399239502951373
E22843,3,1.4768044964530729
4320TH,3,1.4816715801455058
713122,3,1.453969295984928
52127,3,1.5212398363273247
2669,3,1.5396587052003496
L1388B,3,1.5116601138659684
0390TH,3,1.5448633043128144
4380TH,3,1.4815839037792937
E22351,3,1.4789053090336786
1757TH,3,1.5384123772591434
E2608,3,1.559723090475874
E21107,3,1.554746491762745
5349TH,3,1.471667009136827
690160,3,1.4036354356252714
2038,3,1.5301580311754273
L1355,3,1.5769326733145583
E22078,3,1.519179250762138
0144TH,3,1.5073503999085365
724528,3,1.4598147780577462
L0607,3,1.4656150498308227
L1814,3,1.55905912152859
730203,3,1.3910910827482643
E60901,3,1.4679551079925022
685520,3,1.6173029174790556
50149,3,1.3934106494039662
023053,3,1.2108732405548255
4081,3,1.4966508469001254
53149,3,1.5181099773688067
3101TH,3,1.3893621322507237
E24812,3,1.5115376967616516
024000,3,1.3940103919608868
44120,3,1.6505453188318386
E23730,3,1.5140121201261911
49173,3,1.5735717786875896
F0920,3,1.579357984814666
023016,3,1.3209192121103712
47120,3,1.633676458668356
692500,3,1.531088571872361
E22129,3,1.4774438450869511
48189,3,1.1423585105848608
L06601,3,1.5786854493207803
2830TH,3,1.4624739487646836
2432TH,3,1.468959660093305
4007,3,1.5541007711487347
3829TH,3,1.4475585977906469
751612,3,1.392551110071151
52155,3,1.5260079433639961
L2205,3,1.4791663292638675
52118,3,1.5212398363273247
E2896,3,1.5901047954217642
021038,3,1.3246349718238666
3210TH,3,1.4236064855042367
E72239,3,1.074509600131003
E72224,3,1.074509600131003
3240TH,3,1.4563275046687392
765090,3,1.4130440172594023
3270TH,3,1.459020278239373
F0600,3,1.5524257550763456
E12450,3,1.5283854246436108
2029,3,1.5329821100805707
692440,3,1.4792768129176233
2458TH,3,1.5059110176256656
E1183,3,1.513922217453111
52206,3,1.517588815607782
0790TH,3,1.5488550370420464
3054TH,3,1.4873715486925578
E25055,3,1.4653473912782604
L1805,3,1.5638356808455434
2650,3,1.5310662784056959
765512,3,1.4166354908984315
E71839,3,1.6016664943596841
E71824,3,1.6016664943596841
023044,3,1.2983988225057446
700509,3,1.489536738120033
4072,3,1.625339330329052
E24803,3,1.5484742210906601
2613,3,1.4744161621775627
680324,3,1.5319093476537564
44111,3,1.6033432388816542
023007,3,1.311979974821694
1290_w2TH,3,1.5112157083690465
E4828,3,1.5375635126681968
2205,3,1.503772032954471
E22862,3,1.4442604842766527
53130,3,1.5077365325953143
E21163,3,1.4608503897609633
43215,3,1.616005745698651
45170,3,1.5237183694521272
2094,3,1.4965690645422574
022013,3,1.2511089256912218
52109,3,1.5331128445796898
45133,3,1.51142172393228
2057,3,1.529842076576181
L1374,3,1.5543292402292053
2892TH,3,1.452478334685027
E60201,3,1.5029885222464021
L1708,3,1.4952214537634652
E8293,3,1.4913354821691878
E19027,3,1.4058499070808375
690142,3,1.400765150717813
2190TH,3,1.4435366392975197
L24013,3,1.5620077192440176
2516,3,1.5057198580953233
TORQ,3,1.6715045938990325
F0220,3,1.5729914760227268
4198,3,1.6306745895726198
F1525,3,1.4175603479977517
L1202,3,1.4872434079197776
750832,3,1.430061390919104
1491TH,3,1.4813618163121487
712370,3,1.4277279540592793
2641,3,1.52707457196503
2888TH,3,1.5092587842225822
3822TH,3,1.4722592798856935
2270,3,1.5116475505671434
46155,3,1.5388865979191952
694039,3,1.4911394494357997
4335TH,3,1.426191810165605
43118,3,1.6081716037289577
4026,3,1.538232929975498
764050,3,1.4048651207898823
L3937,3,1.4636126751211653
46118,3,1.5521721469582253
E4225,3,1.6775434941272775
E4485,3,1.597321496818989
49118,3,1.5838567600851128
E14670,3,1.5665125136914821
E21191,3,1.5111544676684774
743509,3,1.4099650390209526
50121,3,1.471890322957179
53121,3,1.4978178774096471
680403,3,1.5233763899956319
2451TH,3,1.5225052259055414
E2655,3,1.5255544495435647
2481TH,3,1.446988713246933
2085,3,1.488742054591233
4690TH,3,1.5136553837662592
2603TH,3,1.4385431952176524
E23527,3,1.5187628894409735
45124,3,1.436572398906414
2048,3,1.4938729796897277
E22088,3,1.4903482296095054
48124,3,1.2003655453956512
763117,3,1.2129759399322275
E71139,3,1.5836795597436846
E71124,3,1.5836795597436846
L2312,3,1.3294270270802515
1904TH,3,1.4500280208169758
692422,3,1.467245148472816
50196,3,1.685670885250089
2815TH,3,1.4709203531322474
1934TH,3,1.4139234953414421
E21836,3,1.5479011829221399
4202,3,1.5360157689338967
F2004,3,1.5148411313268042
E1759,3,1.487547363096849
021999,3,1.3294246148757174
53196,3,1.4913222815269997
1080TH,3,1.5340983445132383
F2760,3,1.4743991744628895
5169TH,3,1.4811461712159837
45212,3,1.5576356966683094
4091,3,1.6219837338921217
055816_TG 319,3,1.4805298595171714
E22176,3,1.592318187179705
51106,3,1.537296674905499
024010,3,1.2522770129787086
2590TH,3,1.439413696356179
L0705,3,1.5964433265454647
E23740,3,1.5092833822099208
0901TH,3,1.563978081768908
E12520,3,1.524229620974596
47130,3,1.485875549436193
E7290,3,1.5794756246478936
E24451,3,1.5314307088583456
2001,3,1.5401875445934516
E1253,3,1.574897668024882
E22041,3,1.501246962408101
3225TH,3,1.43429982804999
L0928,3,1.584207715798281
43109,3,1.530137700287724
761514,3,1.396137451137919
E22004,3,1.4383332597336973
L1008,3,1.5003046716877886
4142,3,1.5702799877689497
E427,3,1.5058539055174103
F3606,3,1.475628293940287
L2809,3,1.4803468749780668
3069TH,3,1.4767337260292508
E4341,3,1.4359256807141896
4180_w1TH,3,1.4198591321626608
2039,3,1.513924811965386
E21270,3,1.5240495729572843
E21604,3,1.5247994793216626
48115,3,1.277985719231649
2881TH,3,1.4738300844229155
E2734,3,1.5779564033532167
E21493,3,1.4713898003104207
L1221,3,1.4215786227745253
L1815,3,1.552737903746355
E1652,3,1.634718722698938
E22798,3,1.4262891773333068
L0237,3,1.5698958214051755
2660,3,1.5391539415638997
760112,3,1.4059362316931299
E24317,3,1.492669912213387
023054,3,1.3198030201256568
4082,3,1.5347320144518857
2301TH,3,1.435434312140132
5357TH,3,1.4360073145890795
44219,3,1.5246924217730284
024001,3,1.409543142351016
44121,3,1.5599287061768479
E603,3,1.4813082820270873
49174,3,1.6773535663519674
720535,3,1.4830036381809442
023017,3,1.3380602395496346
47121,3,1.594798760767479
F3509,3,1.1230934885492003
4008,3,1.5710088717588135
50140,3,1.6008909850012925
693435,3,1.5237846266389337
F2306,3,1.4700866202426919
710151,3,1.3894646789398848
53140,3,1.5581370887776538
2711,3,1.5381341867993026
F0513,3,1.5784972147808218
751613,3,1.3883912952937725
E23917,3,1.5027653321651944
L2837,3,1.4923732047256089
E2080,3,1.5408245339666837
52156,3,1.5436284727996294
3625TH,3,1.6050317294509995
E5680,3,1.4804970382993818
4087TH,3,1.4575341895772689
E9183,3,1.462602120682188
E2738,3,1.7631420929846753
2425,3,1.5063989676780871
2636,3,1.5272748291066327
692810,3,1.4449980621730565
2546TH,3,1.3796647200621044
44141,3,1.6276371369853615
L2412,3,1.5289204391026887
E14564,3,1.5047906385529948
2700,3,1.5376575795561993
E26921,3,1.6269730777638696
4079,3,1.5214176309928251
45125,3,1.4846966141024822
720105,3,1.4822562827473897
E1880,3,1.5035946988384747
DIFF_TB3_TB1,3,1.4674377693318514
2482TH,3,1.446988713246933
48119,3,1.2351735953906597
47126,3,1.5246558443029246
4117,3,1.6173319658086924
710103,3,1.3834532884039832
1900TH,3,1.4624772591115969
44223,3,1.6241560763429495
2915,3,1.5054350445914344
E23974,3,1.5055453457499537
E14980,3,1.5628888562179664
48120,3,1.4818485950032714
2733TH,3,1.4536261918166162
4391TH,3,1.470684837954857
3091TH,3,1.391341138284858
50130,3,1.553023672955697
2900,3,1.4902375780277455
52245,3,1.5060553594465242
713453,3,1.4542337859543983
50131,3,1.3464370719498466
DIFF_TB3_TB9,3,1.4674377693318514
2731TH,3,1.4400982765600208
E2143,3,1.5827705352940264
4191,3,1.6425669043622968
44148,3,1.6404171945474328
E21117,3,1.5688063217606978
2706,3,1.5383842309655664
2732TH,3,1.4400982765600208
DIFF_WestUR_EastDR,3,1.4674377693318514
DCB_UR,3,1.4705305611275583
5562TH,3,1.473633745118973
48123,3,1.2429669898219424
2448TH,3,1.5036266123711497
055044,3,1.4834503520062845
761595,3,1.390372238400579
E14811,3,1.5026547254637843
055041,3,1.4520694350766745
692830,3,1.4453199300064317
45223,3,1.5692953932652525
49128,3,1.4932567480364176
E1048,3,1.4681694863932688
E11321,3,1.5483723557771982
2215,3,1.5179167210561677
5312TH,3,1.519949660338499
4199,3,1.6791333430495026
713118,3,1.4408313880301236
4109,3,1.532770476355797
BB_EAST_UR,3,1.4628158107789389
3401TH_TAOD,3,1.398409295256236
0018,3,1.4674837672445418
E570,3,1.4756255258474003
0655TH,3,1.5536162387825456
E170,3,1.5159516386735978
E12460,3,1.5283854246436108
3084TH,3,1.4758665969432105
E13860,3,1.538776728058272
2213,3,1.5054387242142764
690137,3,1.4076761111190663
E13961,3,1.5424255794358064
50129,3,1.7072246609101265
684029,3,1.5748164455084435
692717,3,1.4469785031052689
431100,3,1.504472211242641
3004TH,3,1.4446696360532614
E6621,3,1.4440682075803084
2099,3,1.5402511232680565
693555,3,1.4825266551040002
2218,3,1.4981017071568423
4044,3,1.596701043614191
48168,3,1.277985719231649
E13480,3,1.5260339834453942
4238,3,1.5923170097723367
3213TH,3,1.4280152881865578
2216,3,1.518970378925791
E60502,3,1.4798079179228107
4095,3,1.5614191955984935
E4453,3,1.52820165945182
4063TH,3,1.3997566083286623
44133,3,1.6491147564359667
E6630,3,1.446416577067183
E13510,3,1.5250976085517851
692675,3,1.4732450293711818
E14821,3,1.5194486220299313
E15460,3,1.4749011285362714
48111,3,1.5372432219102599
764115,3,1.4088725230662746
2736TH,3,1.4556860826765667
E13540,3,1.5280872709349667
3088TH,3,1.4428270096323428
531167,3,1.5518692676893773
690340,3,1.4683099758350147
692510,3,1.4714735559454621
E70139,3,1.533979634506964
52234,3,1.5192034478006684
2649,3,1.4702754517588372
E5755,3,1.6659891365899508
E8364,3,1.4446155113155408
2747TH,3,1.4556860826765667
692825,3,1.4376913310482233
8208TH,3,1.484389188737662
4050,3,1.5950465564057228
E14520,3,1.5660771346630058
E4320,3,1.4322542300216303
44135,3,1.6033432388816542
DCB_DR,3,1.4705305611275583
0004,3,1.5668167520963492
E15124,3,1.5326082302449995
4127,3,1.5394258348801435
2879_w1TH,3,1.4803653326083919
44134,3,1.6033432388816542
1490TH,3,1.4813618163121487
E13823,3,1.5408548216142457
5550TH,3,1.4789517706552235
3212TH,3,1.4280152881865578
E23983,3,1.4930126215776591
53195,3,1.51013578301922
693120,3,1.5409606677798846
692800,3,1.4449980621730565
3269TH,3,1.4579533637719035
E14992,3,1.5620158516525084
E1472,3,1.500611894736275
48112,3,1.2987022424819012
4123,3,1.545216080663146
38_BRENT_RES,3,1.440987144154382
690551,3,1.4372020154368383
693021,3,1.4659367541746053
E13820,3,1.5408548216142457
48114,3,1.5528938260544924
44137,3,1.6033432388816542
E1142,3,1.5496849033823026
2759TH,3,1.4631914929776337
E2061,3,1.527153581473526
44136,3,1.6465960725770736
E15667,3,1.4656891508973409
E1141,3,1.4592110261773121
2436TH,3,1.4899963248609662
690552,3,1.4372020154368383
4878,3,1.471399494353082
E4360,3,1.4248733640880817
E2280,3,1.4997864151871056
E1466,3,1.500611894736275
E2740,3,1.7631420929846753
49114,3,1.5575208627676238
E660,3,1.4613717564480044
E13291,3,1.56910642089256
3078TH,3,1.4450330847014505
E6135,3,1.4659002806181245
E13870,3,1.5436390722031612
685120,3,1.5309599303930272
4092,3,1.5232778076383275
49119,3,1.494586095498168
45172,3,1.5075649960733508
693023,3,1.4683253865458883
733548,3,1.6204968955549102
50128,3,1.6888242177515254
L1711,3,1.5585468090578096
E690,3,1.482816933771785
2004,3,1.5018465231951144
E1030,3,1.518063638729722
E12801,3,1.5170037303769448
44108,3,1.6220841231196326
E8353,3,1.4457006450207996
LN23999,3,1.4082580597921797
E15230,3,1.4666137875250955
49179,3,1.554856965467337
2916TH,3,1.3725021260850994
692820,3,1.4383386329177656
2757TH,3,1.4631914929776337
692100,3,1.4963068850900607
E9883,3,1.4641947097253147
E8730,3,1.4995011197327044
4092TH,3,1.4575341895772689
E573,3,1.4756255258474003
5563TH,3,1.473633745118973
2715TH,3,1.4483009186504692
48142,3,1.2351735953906597
E1120,3,1.475556350268866
48141,3,1.2569079781430836
3219TH,3,1.432449614327491
2605TH,3,1.4638106344099646
693006,3,1.4698452392766483
4755,3,1.5337332647570394
E6610,3,1.4440682075803084
E8011,3,1.4720030976944167
E21785,3,1.5669519539955359
2292,3,1.6356471379623851
1919TH,3,1.428786837927569
BB_WEST_DR,3,1.4628158107789389
52232,3,1.5436284727996294
E6111,3,1.4915708668570107
50148,3,1.7072246609101265
E23668,3,1.515002206169212
531171,3,1.4993268427708493
2421TH,3,1.4801377315393145
4177,3,1.5354146158434534
3086TH,3,1.4441465851699624
E1960,3,1.5172585494339113
4170,3,1.5348756280067632
E24028,3,1.4798079179228107
4741,3,1.5185406180508492
48146,3,1.4818485950032714
E26233,3,1.4737069739565083
751511,3,1.390267332721969
4171,3,1.5335288159863794
4387TH,3,1.4699883756122858
52238,3,1.5288783522807277
3057TH,3,1.4772266878912912
4173,3,1.5584946545271328
E13301,3,1.5388731912586775
4175,3,1.5420124932606991
2879_w2TH,3,1.4803653326083919
1460TH_w1,3,1.498551397968626
DIFF_EastUR_WestDR,3,1.4674377693318514
1923TH,3,1.428786837927569
44226,3,1.6241560763429495
E12500,3,1.574064362171905
531168,3,1.5518692676893773
E6106,3,1.4659002806181245
44225,3,1.6241560763429495
52226,3,1.4887286488188782
4033,3,1.536664920163804
E24322,3,1.4370599118262437
694121,3,1.4870611591456648
2129,3,1.5439114775766074
2723TH,3,1.4354926585766097
E14330,3,1.5769885274721527
2049,3,1.4862776037658245
48109,3,1.2865148868451706
724839,3,1.5581259528195164
2019,3,1.4968711085014588
4840,3,1.5256796772811947
E1382,3,1.52820165945182
E73439,3,1.6204968955549102
693001,3,1.4706653370320675
52248,3,1.5251195175870909
E8005,3,1.4743815010952066
E73639,3,1.4455935189567426
L2600,3,1.5303634338023577
E14690,3,1.5668140732235938
E23177,3,1.4970818356801738
744010,3,1.3304522517314745
3053TH,3,1.4873715486925578
E9260,3,1.4847810662048784
E13951,3,1.5424255794358064
692117,3,1.499444658057752
E14120,3,1.5708682196986472
E14540,3,1.5689062566639984
E14722,3,1.5255891683521445
E2151,3,1.5827705352940264
766010,3,1.4313342099388424
E1959,3,1.5172585494339113
3401TH_AOD,3,1.398409295256236
52106,3,1.5890567355005287
768005,3,1.3870606772339733
692114,3,1.4548551724824748
E14550,3,1.564135446763636
52236,3,1.5046658318890997
4188,3,1.530720445866899
E9155,3,1.4879870477207973
E7421,3,1.5741624077142018
2758TH,3,1.4631914929776337
4181,3,1.51553010187389
2872TH,3,1.4392113366846546
DIFF_TB2_TB9,3,1.4674377693318514
44222,3,1.6241560763429495
49178,3,1.554856965467337
4189,3,1.616327017375136
711007,3,1.4252043459883896
E8240,3,1.4570616771471694
3045TH,3,1.497494957214469
692230,3,1.5231818349787043
E6150,3,1.5122256082283612
E2634,3,1.496703857158038
693033,3,1.465591631388296
E680,3,1.4708433357726312
E3471,3,1.5518267770505096
52240,3,1.514292261303587
E13490,3,1.5241767612726547
BB_EAST_DR,3,1.4628158107789389
E12513,3,1.5283854246436108
DIFF_TB2_TB1,3,1.4674377693318514
E13500,3,1.5232281370575806
